Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,source_name,GEO_Accession (exp),Tissue,disease_state,Cell_type,Cell_Line,gender,AGE,SAMPLE_TYPE,sex,tissue_type,cohort,Treatment,Library Name,Biomaterial_provider,N,T,Group,Genotype,Replicate,etype,gtype,m,mtypehe,BioSampleModel,Isolate,gestational_age,instrument_model (run),karyotype,Passage,cancer_type,hepatic_zone,isolation,clustered_group,dmfd_class,tissues,Subject_ID,lineage,mother/newborn,sgRNA,Individual,library_prep_kit,Sample_Name,Developmental_Stage,disease,molecule_subtype,obese_status,body_type,Participant,subject_status,training_status,method,age_at_skin_biopsy,disease_status,disease_subtype,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),genotype/variation,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,Time_point,tumorgenecity,Alias,Broker_name,ENA_checklist,organism,progenitor_cell_type,nact,recist,Storage_time,tissue_subtype,Condition,gestational_stage,Passages,BIOMATERIAL_TYPE,collection_method,donor_age,DONOR_ETHNICITY,DONOR_HEALTH_STATUS,donor_id,donor_sex,EXPERIMENT_TYPE (exp),EXTRACTION_PROTOCOL (exp),Molecule,sample_term_id,TISSUE_DEPOT,ipsc_clone_number,transduced_with,disease_stage,health_state,reprogramming_stage,5-azacytidine_status,facs_isolation_characteristic,gestation,Lane,protocol,rounds_of_in_vivo_selection,run,sample_input,cell_types,develpment_stage,digestion,medium,surface_antigen_enrichment,tissue_location,twin_pair,cell_status,Strain,transfected_with,infection_state,Experiment,PASSAGE_IF_EXPANDED,Stage,status,common_name,ENA-FIRST-PUBLIC,ENA_last_update,experiment_type,External_Id,FLT3-ITD_Status
SRR1205871,Bisulfite-Seq,29,601600911,PRJNA34535,SAMN00691460,446823498,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142806,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,217,SRP000996,,GSM916074,,,,,,,,,Anterior Caudate,,,RRBS_Lib 276,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no AD evident at demise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,Post-Mortem,81.0 Years,NA,no AD evident at demise,149,male,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0001873,Brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1205872,Bisulfite-Seq,29,653819094,PRJNA34535,SAMN00691457,485962374,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142818,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,215,SRP000996,,GSM916086,,,,,,,,,Substantia Nigra,,,RRBS_Lib 274,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no AD evident at demise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,Post-Mortem,81.0 Years,NA,no AD evident at demise,149,male,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0002038,Brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1205873,Bisulfite-Seq,29,121246593,PRJNA34535,SAMN00205675,90797513,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142810,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,171,SRP000996,,GSM916078,,,,,,,,,Substantia Nigra,,,RRBS_Lib 272,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,post-mortem,75,NA,NA,112,female,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0002038,brain,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
SRR1205874,Bisulfite-Seq,29,868418833,PRJNA34535,SAMN00691461,642807443,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142817,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,218,SRP000996,,GSM916085,,,,,,,,,Mid Frontal Lobe,,,RRBS_Lib 267 and RRBS_Lib 277,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no AD evident at demise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,Post-Mortem,81.0 Years,NA,no AD evident at demise,149,male,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0006483,Brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1205875,Bisulfite-Seq,29,824757651,PRJNA34535,SAMN00205673,615704115,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142811,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,173,SRP000996,,GSM916079,,,,,,,,,Anterior Caudate,,,RRBS_Lib 273,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,post-mortem,75,NA,NA,112,female,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0001873,brain,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
SRR1205876,Bisulfite-Seq,29,114072167,PRJNA34535,SAMN00691469,84817607,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142819,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,221,SRP000996,,GSM916087,,,,,,,,,Angular gyrus,,,RRBS_Lib 271,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no AD evident at demise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,Post-Mortem,81.0 Years,NA,no AD evident at demise,149,male,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0002686,Brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1205877,Bisulfite-Seq,29,121285192,PRJNA34535,SAMN00205675,90696309,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142810,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,171,SRP000996,,GSM916078,,,,,,,,,Substantia Nigra,,,RRBS_Lib 272,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,post-mortem,75,NA,NA,112,female,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0002038,brain,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
SRR1205878,Bisulfite-Seq,29,569823987,PRJNA34535,SAMN00857850,422230331,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142822,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,219,SRP000996,,GSM916090,,,,,,,,,Cingulate Gyrus,,,RRBS_Lib 268,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no AD evident at demise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,Post-Mortem,81.0 Years,NA,no AD evident at demise,149,male,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0002967,Brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1205879,Bisulfite-Seq,29,615863749,PRJNA34535,SAMN00691461,457359930,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142817,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,218,SRP000996,,GSM916085,,,,,,,,,Mid Frontal Lobe,,,RRBS_Lib 267 and RRBS_Lib 277,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no AD evident at demise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,Post-Mortem,81.0 Years,NA,no AD evident at demise,149,male,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0006483,Brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1205880,Bisulfite-Seq,29,113645722,PRJNA34535,SAMN00691469,84594469,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142819,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,221,SRP000996,,GSM916087,,,,,,,,,Angular gyrus,,,RRBS_Lib 271,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no AD evident at demise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,Post-Mortem,81.0 Years,NA,no AD evident at demise,149,male,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0002686,Brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1205881,Bisulfite-Seq,29,602390610,PRJNA34535,SAMN00691460,447435256,BI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX142806,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-03-26T00:00:00Z,217,SRP000996,,GSM916074,,,,,,,,,Anterior Caudate,,,RRBS_Lib 276,Rush University Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no AD evident at demise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Tissue,Post-Mortem,81.0 Years,NA,no AD evident at demise,149,male,DNA Methylation,"Standard Protocol (Smith et al., Methods 48, 226-232)",genomic DNA,UBERON_0001873,Brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206169,Bisulfite-Seq,98,11211368364,PRJNA242805,SAMN02709076,6964954377,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501979,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358031,SRP040633,Colon cancer cell line,GSM1358031,,,,HCT-116 parental cell line is sensitive for both OxPt and SN38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206171,Bisulfite-Seq,98,9205623728,PRJNA242805,SAMN02709077,5689735511,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501981,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358033,SRP040633,Colon cancer cell line,GSM1358033,,,,Derived from the HCT-116 cell line and showing SN38 resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206172,Bisulfite-Seq,98,10756766160,PRJNA242805,SAMN02709079,6637798950,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501982,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358034,SRP040633,Colon cancer cell line,GSM1358034,,,,HT-29 parental cell line is sensitive for both OxPt and SN38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206175,Bisulfite-Seq,98,12240201470,PRJNA242805,SAMN02709080,7707006782,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501985,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358037,SRP040633,Colon cancer cell line,GSM1358037,,,,LoVo parental cell line is sensitive for both OxPt and SN38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206177,Bisulfite-Seq,98,9814276738,PRJNA242805,SAMN02709078,5980510109,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501987,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358039,SRP040633,Colon cancer cell line,GSM1358039,,,,Derived from the LoVo cell line and showing SN38 resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206178,Bisulfite-Seq,98,1015167986,PRJNA242805,SAMN02709082,592368270,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501988,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358040,SRP040633,Clinical colorectal samples,GSM1358040,Clinical colorectal metastatic sample from surgery prior to any chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206179,Bisulfite-Seq,98,942715900,PRJNA242805,SAMN02709082,518206561,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501988,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358040,SRP040633,Clinical colorectal samples,GSM1358040,Clinical colorectal metastatic sample from surgery prior to any chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206180,Bisulfite-Seq,98,1062044914,PRJNA242805,SAMN02709092,619058241,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501989,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358041,SRP040633,Clinical colorectal samples,GSM1358041,Clinical colorectal metastatic sample from surgery prior to any chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206185,Bisulfite-Seq,98,1077453944,PRJNA242805,SAMN02709084,592331356,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501991,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358043,SRP040633,Clinical colorectal samples,GSM1358043,Clinical colorectal metastatic sample from surgery prior to any chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206186,Bisulfite-Seq,98,1211833994,PRJNA242805,SAMN02709095,683882709,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501992,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358044,SRP040633,Clinical colorectal samples,GSM1358044,Clinical colorectal metastatic sample from surgery prior to any chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206190,Bisulfite-Seq,98,11632816090,PRJNA242805,SAMN02709085,7050358622,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501994,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358046,SRP040633,Clinical colorectal samples,GSM1358046,Clinical colorectal metastatic sample from surgery prior to any chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206191,Bisulfite-Seq,98,10456962894,PRJNA242805,SAMN02709097,6307897934,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501995,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358047,SRP040633,Clinical colorectal samples,GSM1358047,Clinical colorectal metastatic sample from surgery prior to any chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1206194,Bisulfite-Seq,98,10687806696,PRJNA242805,SAMN02709098,6529676673,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX501998,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1358050,SRP040633,Clinical colorectal samples,GSM1358050,Clinical colorectal metastatic sample from surgery prior to any chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2479449,Bisulfite-Seq,102,2614253982,PRJNA296565,SAMN04100436,1658895782,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1271760,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-11-02T00:00:00Z,GSM1890518,SRP063966,Vastus lateralis muscle,GSM1890518,,,,,,31,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2479450,Bisulfite-Seq,102,4384442868,PRJNA296565,SAMN04100437,3014317081,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1271761,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-11-02T00:00:00Z,GSM1890519,SRP063966,Vastus lateralis muscle,GSM1890519,,,,,,21,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2479455,Bisulfite-Seq,102,2396218272,PRJNA296565,SAMN04100442,1844727667,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1271766,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-11-02T00:00:00Z,GSM1890524,SRP063966,Vastus lateralis muscle,GSM1890524,,,,,,30,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2479456,Bisulfite-Seq,102,6404102436,PRJNA296565,SAMN04100443,4461778162,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1271767,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-11-02T00:00:00Z,GSM1890525,SRP063966,Vastus lateralis muscle,GSM1890525,,,,,,21,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2479460,Bisulfite-Seq,102,1774688616,PRJNA296565,SAMN04100450,1362139071,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1271774,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2015-11-02T00:00:00Z,GSM1890532,SRP063966,Vastus lateralis muscle,GSM1890532,,,,,,41,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8346117,Bisulfite-Seq,252,2141627544,PRJNA510704,SAMN10610724,892364113,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5157136,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3518984,SRP173941,breast tumor,GSM3518984,breast tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 o'clock of tumor periphery,,,,,,,,,,,,,,,
SRR8346121,Bisulfite-Seq,252,2842295148,PRJNA510704,SAMN10610728,1117547227,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5157138,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3518986,SRP173941,breast tumor,GSM3518986,breast tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 o'clock of tumor periphery,,,,,,,,,,,,,,,
SRR8346124,Bisulfite-Seq,252,6880229748,PRJNA510704,SAMN10610728,4052888464,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5157138,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3518986,SRP173941,breast tumor,GSM3518986,breast tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 o'clock of tumor periphery,,,,,,,,,,,,,,,
SRR8346126,Bisulfite-Seq,252,5530559076,PRJNA510704,SAMN10610726,2289972717,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5157140,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3518988,SRP173941,normal breast tissue,GSM3518988,normal breast tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10011555,Bisulfite-Seq,300,2426603100,PRJNA561408,SAMN12617730,1121104349,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6749744,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4041814,SRP219040,HeLa cells,GSM4041814,,,HeLa,,,,,,,,,,,,,,wildtype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10011556,Bisulfite-Seq,300,3376137300,PRJNA561408,SAMN12617729,1572114093,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6749745,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4041815,SRP219040,HeLa cells,GSM4041815,,,HeLa,,,,,,,,,,,,,,USP7 knockout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10011557,Bisulfite-Seq,300,2134044300,PRJNA561408,SAMN12617727,886609203,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6749746,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2020-09-08T00:00:00Z,GSM4041816,SRP219040,HeLa cells,GSM4041816,,,HeLa,,,,,,,,,,,,,,DNMT3A/DNMT3B double knockout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
